CAS Number,Name,Formula,Type,UNIFAC,MW,SG6060,TB,Tc,Pc,Vc,OMEGA,CPA,CPB,CPC,CPD,CPE,HFORM25,GFORM25,GIBBSA,GIBBSB,GIBBSC
75-73-0,CF4,CF4          ,HAL,C (F)4 ,88.00460052,1.6075,145.100,227.600,37.200,0.140,0.1770,0.15895,0.00230364,-1.84762E-06,5.13136E-10,0,-933.67,-888.80,-9.34E+02,1.52E-01,6.73E-08
75-75-2,METHANESULFONIC ACID ,CH403S,MISC,,96.107,1.4770,561.000,0.000,0.000,0.220,0.0000,0.681011789,-0.001078277,6.53272E-06,-6.99158E-09,2.40503E-12,0.00,-459.00,,,
75-76-3,TMSilane,C4H12Si      ,Misc,(CH3)4 SI ,88.22480011,0.6523,299.799,450.398,28.140,0.357,0.2240,0.718226,0.00313822,5.25918E-07,-1.821E-09,6.52085E-13,-233.20,-94.18,-2.33E+02,4.66E-01,0.00E+00
75-77-4,TMClSilane,C3H9ClSi     ,Misc,,108.6389999,0.8669,330.750,497.750,32.000,0.366,0.2701,0.330228,0.00392804,-3.4446E-06,1.81258E-09,-4.12452E-13,-352.79,,-3.53E+02,3.66E-01,0.00E+00
75-78-5,DMDClSilane,C2H6Cl2Si    ,Misc,,129.0610046,1.0798,343.350,520.348,34.900,0.358,0.2675,0.291372,0.00252598,-2.171E-06,1.09551E-09,-2.4146E-13,-448.30,,-4.48E+02,2.84E-01,0.00E+00
75-79-6,Meth3ClSilan,CH3Cl3Si     ,Misc,,149.4779968,1.2843,339.550,517.000,35.300,0.340,0.2634,0.35917,0.0014513,-1.3194E-06,6.3692E-10,-1.25135E-13,-571.80,-511.10,-5.72E+02,2.03E-01,0.00E+00
7581-97-7,23-DiCl-C4,C4H8Cl2      ,Misc,(CH3)2 CHCl ,127.0130005,1.1191,392.650,599.000,37.400,0.343,0.2682,0.013405,0.0038914,-2.97939E-06,1.21208E-09,-2.0939E-13,-192.60,,-1.91E+02,3.63E-01,5.51E-05
75-83-2,22-Mbutane,C6H14        ,PN,(CH3)4 CH2 C ,86.17790222,0.6532,322.881,504.449,38.806,0.359,0.2319,-0.193,0.007302,-7.2702E-06,2.5751E-09,0,-185.69,-9.63,-1.89E+02,5.86E-01,4.76E-05
75-84-3,22-M-1-C3ol,C5H12O       ,OL,(CH3)3 CH2 C OH ,88.15000153,0.7827,386.299,547.000,39.200,0.330,0.6036,0.137899,0.00612654,-3.5871E-06,8.08456E-10,0,-293.09,-155.38,-2.93E+02,4.93E-01,4.00E-05
75-85-4,2-M-2-C4ol,C5H12O       ,OL,(CH3)3 CH2 C OH ,88.15000153,0.8143,375.500,545.000,39.500,0.330,0.4831,-0.137238,0.0069201,-4.77231E-06,1.39399E-09,0,-329.89,-166.00,-3.32E+02,5.44E-01,4.24E-05
75-86-5,AcetoneCyaHy,C4H7NO       ,Misc,,85.10540009,0.9359,444.000,620.000,42.500,0.296,0.7673,0.154794,0.0049959,-3.89457E-06,1.66996E-09,-3.14851E-13,-133.00,-30.97,-1.33E+02,3.34E-01,2.54E-05
75-87-6,TriC2C2al,C2HCl3O      ,Misc,CCl3 CHO ,147.3860016,1.5163,370.850,565.000,44.100,0.288,0.3323,0.31215,0.001575126,-1.61621E-06,8.5902E-10,-1.86682E-13,-197.00,-148.00,-1.95E+02,1.48E-01,3.36E-05
75-88-7,2-Cl-111-FC2,C2H2ClF3     ,Misc,CF3 CH2Cl ,118.4860001,1.3506,279.250,430.000,38.400,0.238,0.2465,0.057365,0.0031366,-3.1455E-06,1.55324E-09,-3.0339E-13,-741.80,,-7.42E+02,2.25E-01,1.75E-05
75-91-2,tBHyPeroxide,C4H10O2      ,Misc,,90.12220001,0.8993,388.148,552.000,43.400,0.290,0.6623,-0.0121291,0.00640274,-5.58351E-06,2.79228E-09,-6.0496E-13,-243.00,-88.90,-2.43E+02,5.06E-01,3.61E-05
75-97-8,33M2C4one,C6H12O       ,KET,CH3CO C (CH3)3 ,100.1610031,0.8115,379.450,564.000,33.200,0.368,0.3298,-0.192376,0.0061734,-3.45591E-06,5.03076E-10,1.55704E-13,-290.70,,-2.90E+02,5.15E-01,5.36E-05
75-98-9,NeoC5oicAcid,C5H10O2      ,ACID,(CH3)3 C COOH ,102.1330032,0.9091,436.950,632.000,38.900,0.336,0.5093,-0.396403,0.00721214,-6.64422E-06,3.38686E-09,-7.3062E-13,-491.30,,-4.91E+02,5.02E-01,4.23E-05
76-01-7,Cl5-C2,C2HCl5       ,Misc,CHCl2 CCl3 ,202.2940063,1.6907,434.997,645.000,34.700,0.369,0.3370,0.21734,0.001668936,-1.65997E-06,6.00004E-10,0,-142.39,-66.65,-1.43E+02,2.60E-01,-9.02E-06
760-20-3,3M1C5=,C6H12        ,N,CH2=CH CH (CH3)2 CH2 ,84.16000366,0.6730,327.299,495.299,32.700,0.347,0.2620,0.0389258,0.0067557,-4.42038E-06,1.22099E-09,5.63055E-21,-45.01,86.44,-4.73E+01,4.36E-01,3.75E-05
760-21-4,2E1C4=,C6H12        ,N,CH2=C (CH2)2 (CH3)2 ,84.16000366,0.6947,337.799,510.398,32.700,0.354,0.2670,-0.157817,0.0071529,-4.77315E-06,1.35253E-09,3.52336E-21,-51.55,79.96,-5.50E+01,4.47E-01,3.77E-05
760-23-6,34Cl1C4=,C4H6Cl2      ,Misc,CH2=CH CHCl CH2Cl ,124.9970016,1.1604,388.000,589.000,38.500,0.330,0.3002,0.366021,0.00213412,-1.24884E-06,9.53152E-10,-5.0267E-13,-64.40,15.10,-6.25E+01,2.46E-01,4.84E-05
76-02-8,TriClActylCl,C2Cl4O       ,Misc,,181.8320007,1.6305,391.148,590.000,41.000,0.332,0.3502,0.268441,0.001604588,-1.90397E-06,1.02481E-09,-1.90323E-13,-231.20,-249.12,-2.29E+02,1.79E-01,3.85E-05
76-03-9,TriClC2oicAc,C2HCl3O2     ,Misc,CCl3 COOH ,163.3860016,1.6095,470.778,688.000,48.100,0.309,0.5490,0.147308,0.00255594,-3.36219E-06,2.21218E-09,-5.6262E-13,-435.00,,-4.33E+02,2.37E-01,3.11E-05
76-05-1,F3-C2oicAcid,C2HF3O2      ,Misc,COOH CF3 ,114.0240021,1.5364,346.000,491.299,32.600,0.204,0.5400,0.18207,0.0027915,-2.30206E-06,6.9742E-10,0,-1031.96,-946.00,-1.02E+00,2.45E-01,8.02E-07
76-11-9,1112ClF2C2,C2Cl4F2      ,Misc,CCl3 CClF2 ,203.8300018,1.6991,364.648,552.000,33.400,0.351,0.2561,0.105352,0.00248172,-3.31623E-06,2.0841E-09,-5.00465E-13,-541.00,,-5.39E+02,2.64E-01,3.44E-05
76-12-0,1122Cl12FC2,C2Cl4F2      ,Misc,(CCl2F)2 ,203.8300018,2.2177,366.000,551.000,38.700,0.367,0.2912,0.127297,0.00259296,-3.22221E-06,1.34713E-09,0,-699.60,-618.55,-6.98E+02,7.70E-01,2.89E-05
76-13-1,Refrig-113,C2Cl3F3      ,Misc,CCl2F CClF2 ,187.3890076,1.5815,320.720,487.247,34.360,0.325,0.2450,0.326199,0.001533758,-1.2914E-06,3.68434E-10,0,-695.46,-627.30,-6.96E+02,2.71E-01,-1.70E-05
76-14-2,12Cl1122FC2,C2Cl2F4      ,Misc,(CClF2)2 ,170.9210052,1.4814,276.200,418.898,32.600,0.294,0.2460,0.227029,0.00201392,-1.72705E-06,4.98076E-10,0,-898.47,-818.10,-8.88E+02,2.82E-01,-1.20E-05
76-15-3,C2-Cl-F5,C2ClF5       ,Misc,CF3 CClF2 ,154.4660034,1.3710,235.199,353.200,32.200,0.252,0.2790,0.180167,0.00226064,-1.87159E-06,5.26896E-10,9.5674E-22,-1108.76,-1042.00,-1.11E+00,2.82E-01,-6.26E-06
76-16-4,perF-C2,C2F6         ,Misc,(CF3)2 ,138.0110016,1.5915,194.899,293.000,30.600,0.222,0.2451,0.19445,0.00250714,-2.08012E-06,5.89804E-10,0,-1343.90,-1257.00,-1.34E+00,2.94E-01,-7.68E-06
7616-94-6,perchloryl ﬂuoride,ClFO3,MISC,,102.449,,226.490,368.400,53.700,0.161,0.0000,0.03814171,0.002948922,-3.89208E-06,2.55387E-09,-6.73566E-13,-21.44,50.62,,,
76-19-7,perF-C3,C3F8         ,Misc,(CF3)2 CF2 ,188.0160065,1.3706,236.500,345.100,26.800,0.300,0.3250,0.19487,0.00255914,-2.06642E-06,5.8076E-10,0,-1700.38,-1610.31,-1.71E+00,4.28E-01,-1.31E-05
76-22-2,Camphor,C10H16O      ,Misc,(CH3)3 (CH2)2 CH (C)2 CH2CO ,152.2350006,0.9851,480.570,709.000,29.800,0.460,0.3189,-0.869568,0.00805354,-5.16786E-06,1.21369E-09,0,-256.99,-14.50,-2.59E+02,1.24E+00,6.60E-05
762-62-9,44M1-pentene,C7H14        ,N,(CH3)3 CH2 C CH2=CH ,98.18900299,0.6861,345.661,526.481,28.571,0.400,0.1817,0.1645,0.0056468,-2.0144E-06,0,0,-71.13,,-7.13E+01,5.56E-01,4.71E-05
762-75-4,t-C4_Formate,C5H10O2      ,ACID,C (CH3)3 HCOO ,102.1330032,0.8850,355.950,537.000,35.800,0.334,0.2944,-0.47332,0.0082496,-8.8866E-06,5.162E-09,-1.19355E-12,-465.10,,-4.65E+02,5.05E-01,3.64E-05
763-29-1,2M1C5=,C6H12        ,N,(CH3)2 (CH2)2 CH2=C ,84.16000366,0.6852,335.299,506.500,32.700,0.354,0.2670,0.0220057,0.00631724,-3.54954E-06,7.79216E-10,6.59015E-21,-52.26,77.61,-5.48E+01,4.30E-01,4.15E-05
763-69-9,E3EthxyC3ate,C7H14O3      ,Misc,(CH3)2 (CH2)2 CH2COO CH2O ,146.1860046,0.9557,438.148,609.000,27.200,0.462,0.5781,-0.469918,0.0082558,-9.51054E-06,6.19092E-09,-1.66724E-12,-633.00,-416.00,-6.33E+02,7.12E-01,5.44E-05
7637-07-2,BF3,BF3          ,Misc,,67.80970001,1.5730,173.348,260.898,49.852,0.124,0.4297,0.327349,0.001767274,-1.33159E-06,3.65007E-10,-7.43915E-15,-1135.98,,,5.35E-02,0.00E+00
764-13-6,25-M-24-C6==,C8H14        ,OD,(CH3)4 (CH=C)2 ,110.1940002,0.7649,407.648,602.039,29.179,0.455,0.3065,0.000055668,0.00570578,-2.09354E-06,0,0,6.41,,5.99E+00,5.02E-01,4.80E-05
7642-09-03,cis-3-hexene,C6H12,MISC,,84.161,0.6750,339.600,509.000,31.700,0.351,0.2790,0.696842956,0.001659557,5.65024E-06,-6.36019E-09,1.91954E-12,-47.61,83.01,-5.04E-02,4.32E-01,4.65E-08
7642-09-3,cis3-Hexene,C6H12        ,N,(CH3)2 (CH2)2 CH=CH ,84.16190338,0.6838,339.588,517.039,32.826,0.351,0.2250,0.157998,0.0056448,-2.01179E-06,0,0,-47.65,,-5.04E+01,4.32E-01,4.65E-05
7642-10-06,cis-3-HEPTENE,C7H14,MISC,,98.188,0.6980,368.900,545.000,28.400,0.421,0.2950,-0.258860553,0.006891779,-3.83927E-06,7.43757E-10,1.42176E-14,-68.70,89.40,-7.22E-02,5.24E-01,5.33E-08
7642-10-6,cis3C7=,C7H14        ,N,(CH3)2 CH=CH (CH2)3 ,98.1882019,0.7073,368.898,545.000,28.400,0.421,0.2949,-0.253282,0.00687752,-3.84975E-06,7.8446E-10,-6.59215E-15,-68.70,,-6.81E+01,5.09E-01,6.25E-05
764-35-2,2-Hexyne,C6H10        ,OD,(CH2)2 (CH3)2 C-=C ,82.145401,0.7373,357.670,549.000,35.300,0.331,0.2214,-0.13096,0.0066782,-5.2323E-06,2.40856E-09,-4.6585E-13,105.00,199.00,1.06E+02,2.99E-01,4.46E-05
764-42-1,FumarNitrile,C4H2N2       ,Misc,,78.0734024,1.0536,459.150,657.000,37.300,0.287,0.5566,0.15231,0.0037922,-2.92992E-06,8.7228E-10,-3.17195E-14,340.20,,3.40E+02,4.27E-02,5.34E-06
7646-78-8,SnCl4,SnCl4        ,MISC,,260.5280151,2.2390,387.250,591.900,37.500,0.351,0.2710,0.368709,7.52156E-05,-3.15441E-08,6.03192E-19,-1.65068E-22,-471.54,,-3.28E+01,-3.28E+01,-3.28E+01
7647-01-0,HCl,HCl          ,MISC,,36.46080017,0.8711,188.100,324.700,83.000,0.081,0.1330,0.841536,-0.000197625,3.41946E-07,-1.06978E-10,0,-92.36,-95.19,-9.22E+01,-1.12E-02,2.70E-06
7647-14-5,NACL,NACL         ,Misc,,58.44250107,1.8525,600.000,925.000,64.000,0.177,1.9160,0.0697028,0.00363374,-4.31481E-06,2.56981E-09,-6.0327E-13,-735.20,,-7.35E+02,2.74E-01,0.00E+00
764-93-2,1-Decyne,C10H18       ,N,CH-=C (CH2)7 CH3 ,138.2400055,0.7695,447.200,632.500,24.300,0.558,0.4260,0.0483072,0.00617034,-3.62496E-06,8.52704E-10,8.40725E-21,41.21,,3.75E+01,7.01E-01,5.75E-05
765-03-7,1-DODECYNE,C12H22,MISC,,166.306,0.7750,488.160,668.160,20.250,0.670,0.5120,0.024238452,0.00629863,-3.71592E-06,8.79042E-10,0,-0.04,268.99,-4.72E-03,8.95E-01,6.98E-08
765-13-9,1-Pentadecyn,C15H28       ,MISC,CH-=C (CH2)12 CH3 ,208.3890076,0.7963,541.200,711.400,15.900,0.837,0.6280,0.00118047,0.00642014,-3.79269E-06,8.9576E-10,9.82595E-21,-61.82,294.26,-6.80E+01,1.19E+00,8.79E-05
765-27-5,1-Eicosyne,C20H38       ,MISC,CH-=C (CH2)17 CH3 ,278.519989,0.7970,613.200,769.799,11.200,1.117,0.7500,-0.0184784,0.0064757,-3.80586E-06,8.856E-10,3.22684E-21,-164.89,336.31,-1.74E+02,1.66E+00,1.18E-04
766-07-4,CC6Peroxide,C6H12O2      ,Misc,(CH2)5 OH CH-O ,116.1600037,1.0227,490.000,685.000,42.100,0.356,0.7571,-0.650386,0.00888586,-1.04647E-05,8.35504E-09,-3.03035E-12,-220.00,-28.30,-2.21E+02,6.34E-01,4.29E-05
7664-38-2,H3PO4,H3O4P        ,Misc,,97.99520111,1.8525,680.000,1030.000,50700.000,0.340,1.9160,0.0697028,0.00363374,-4.31481E-06,2.56981E-09,-6.0327E-13,-1195000.06,,,,0.00E+00
7664-39-3,HF,HF           ,MISC,,20.00600052,0.9851,293.000,461.000,64.700,0.069,0.3290,1.45322,3.30664E-05,-1.01636E-07,1.25244E-10,0,-271.29,-275.40,-2.73E+02,-5.23E-03,0.00E+00
7664-41-7,Ammonia,NH3          ,Misc,,17.03000069,0.6166,239.699,405.549,112.769,0.080,0.2550,1.9937,-0.00106532,6.1845E-06,-5.35424E-09,1.52663E-12,-45.71,-16.41,-3.28E+01,-3.28E+01,-3.28E+01
7664-93-9,H2SO4,H2SO4        ,MISC,,98.08000183,1.8525,600.000,925.000,64.000,0.177,1.9160,0.0697028,0.00363374,-4.31481E-06,2.56981E-09,-6.0327E-13,-735.20,,-7.36E+02,2.77E-01,4.18E-06
7667-59-6,1tr2tr4-MCC6,C9H18        ,N,(CH3)3 (CH2)3 (CH)3 ,126.2360001,0.7754,414.388,613.705,26.751,0.468,0.2619,-0.0261599,0.0057128,-2.10287E-06,0,0,-133.31,,-1.32E+02,8.30E-01,8.11E-05
766-90-5,cis-C3=BZ,C9H10        ,AU,(ACH)5 AC CH=CH CH3 ,118.1800003,0.9133,443.200,664.598,34.600,0.412,0.3160,-0.205889,0.00586278,-3.83133E-06,9.98972E-10,6.38035E-21,121.34,216.90,1.19E+02,3.15E-01,3.71E-05
767-59-9,1MIndene,C10H10       ,AUC,(ACH)4 (AC)2 CH CH=CH CH3 ,130.1880035,0.9766,471.648,702.000,34.600,0.440,0.3357,-0.368429,0.00717698,-6.38877E-06,2.97021E-09,-5.6982E-13,120.00,228.00,1.20E+02,3.54E-01,2.91E-05
767-99-7,trn2PHC4=2,C10H12       ,OC,(CH3)2 CH=C AC (ACH)5 ,132.2050018,0.9003,447.148,654.000,30.100,0.464,0.3610,-0.321492,0.00683852,-5.70051E-06,2.62118E-09,-5.16505E-13,79.50,,8.02E+01,4.14E-01,4.90E-05
768-00-3,cis2PHC4=2,C10H12       ,OC,(CH3)2 CH=C AC (ACH)5 ,132.2050018,0.9275,467.850,685.000,30.100,0.470,0.3564,-0.381238,0.00688836,-5.61357E-06,2.48492E-09,-4.66223E-13,83.70,,8.44E+01,4.12E-01,5.18E-05
7688-21-3,cis2-hexene,C6H12        ,N,(CH3)2 (CH2)2 CH=CH ,84.16190338,0.6912,342.032,517.593,32.826,0.351,0.2560,0.134,0.005651,-2.02001E-06,0,0,-52.38,76.23,-5.50E+01,4.25E-01,4.68E-05
7697-37-2,HNO3,HNO3         ,MISC,,63.01300049,1.5251,356.148,520.000,68.901,0.145,0.7144,0.221957,0.00271954,-2.17158E-06,7.68204E-10,-8.95645E-14,-134.30,,-1.35E+02,2.04E-01,2.89E-06
7698-05-7,deuterium chloride,ClD,MISC,,37.467,,188.430,323.500,0.000,0.000,0.0000,0.8691899,-0.000879841,2.67392E-06,-2.93576E-09,1.15611E-12,-93.33,-95.93,,,
7704-34-9,S_Liq_150,S            ,MISC,,32.06600189,1.8117,717.760,1310.930,117.534,0.080,0.0739,0.79941,-0.000329328,3.34692E-07,-1.53682E-10,2.56473E-14,1.08,236.50,-3.28E+01,-3.28E+01,-3.28E+01
7705-08-0,FeCl3,FeCl3        ,Misc,,162.2100067,2.8021,605.000,1231.000,27.962,0.483,-0.3161,0.42386,0.000282714,-3.44019E-07,1.77425E-10,-3.12871E-14,-399.49,,-3.99E+02,-3.13E+00,0.00E+00
771-56-2,23456-FBZCH,C7H3F5       ,Misc,ACCH3 (ACF)5 ,182.0910034,1.4233,390.700,566.500,31.300,0.384,0.4150,-0.0216935,0.00353104,-2.0187E-06,6.68832E-10,0,-989.18,12.99,-9.93E+02,3.12E-01,-1.83E-05
7722-84-1,H2O2,H2O2         ,MISC,(OH)2 ,34.01490021,1.4549,423.350,730.150,216.840,0.078,0.3595,1.05811,0.000276352,1.89043E-06,-2.01123E-09,6.0495E-13,-136.00,,-1.39E+02,1.11E-01,0.00E+00
7726-95-6,Bromine,Br2          ,GAS,,159.8070068,3.3612,331.898,588.000,103.000,0.127,0.1080,0.211879,7.03966E-05,-7.45887E-08,2.83716E-11,4.52606E-23,30.93,3.13,3.09E+01,-9.32E-02,6.22E-10
7727-37-9,Nitrogen,N2           ,GAS,,28.01300049,0.8071,77.350,126.194,33.944,0.090,0.0400,0.9827466,0.000194285,-1.24738E-09,-1.46219E-11,2.02507E-15,0.00,0.00,0.00E+00,0.00E+00,0.00E+00
7731-28-4,ci4-M-CC6ol,C7H14O       ,Misc,CH3 (CH2)4 (CH)2 OH ,114.1880035,0.9154,444.148,622.000,37.700,0.414,0.6854,-0.42663,0.00683018,-3.49155E-06,5.14992E-10,0,-347.49,,-3.48E+02,1.06E+00,5.49E-05
7731-29-5,tr4-M-CC6ol,C7H14O       ,Misc,CH3 (CH2)4 (CH)2 OH ,114.1880035,0.9126,444.148,622.000,37.700,0.414,0.6913,-0.42663,0.00683018,-3.49155E-06,5.14992E-10,0,-367.19,,-3.68E+02,1.12E+00,5.49E-05
7732-18-5,H2O,H2O          ,Misc,H2O ,18.01510048,0.9989,373.148,647.299,221.200,0.057,0.3440,1.9145,-0.00079148,2.62862E-06,-1.98022E-09,5.1923E-13,-241.81,-228.42,-2.41E+02,4.34E-02,4.96E-06
7746-09-5,sulfur dioxide,O2S,MISC,,64.065,,263.130,430.800,78.840,0.122,0.0000,0.573213736,-0.000289916,3.04191E-06,-4.24492E-09,1.80776E-12,-296.81,-300.14,,,
7746-11-9,sulfur trioxide,O3S,MISC,,80.064,,317.900,490.900,82.100,0.127,0.0000,0.35576244,0.000672792,1.75597E-06,-3.48494E-09,1.65109E-12,-395.72,-370.93,,,
77-47-4,C6aCl-CC5di=,C5Cl6        ,Misc,(C=C)2 CCl2 (Cl)4 ,272.7709961,1.7181,512.150,746.000,30.100,0.526,0.3834,0.16007,0.0028452,-5.4618E-06,4.998E-09,-1.7058E-12,-102.00,-30.00,-9.73E+01,2.08E-01,5.86E-05
7757-82-6,NA2SO4,NA2SO4       ,Misc,,142.0429993,1.8525,600.000,925.000,64.000,0.177,1.9160,0.0697028,0.00363374,-4.31481E-06,2.56981E-09,-6.0327E-13,-735.20,,-7.35E+02,2.74E-01,0.00E+00
7772-98-7,NA2S2O3,NA2S2O3      ,Misc,,158.1100006,1.8525,600.000,925.000,64.000,0.177,1.9160,0.0697028,0.00363374,-4.31481E-06,2.56981E-09,-6.0327E-13,-735.20,,-7.35E+02,2.74E-01,0.00E+00
7773-28-4,cis-4-METHYLCYCLOHEXANOL,C7H140,MISC,,114.188,0.9130,444.150,622.000,37.900,0.414,0.6580,-0.414080289,0.006743178,-3.29527E-06,3.22442E-10,6.8079E-14,-347.50,-145.75,-3.53E-01,6.80E-01,4.46E-08
7773-29-5,trans-4-METHYLCYCLOHEXANOL,C7H140,MISC,,114.188,0.9080,444.150,622.000,37.900,0.414,0.6910,-0.414080289,0.006743178,-3.29527E-06,3.22442E-10,6.8079E-14,-367.20,-165.45,-3.73E-01,6.80E-01,4.46E-08
77-73-6,DicycloC5==,C10H12       ,OC,(CH=CH)2 (CH2)2 (CH)4 ,132.2050018,0.9712,442.997,650.000,30.599,0.445,0.2851,-1.12907,0.0104249,-1.0621E-05,5.511E-09,-1.12241E-12,196.10,375.00,1.95E+02,5.92E-01,3.90E-05
77-78-1,DIMETHYL SULFATE ,C2H604S,MISC,,126.133,1.3220,461.950,758.000,51.600,0.293,0.0890,0.188689716,0.00300635,-1.61615E-06,1.97355E-10,6.46889E-14,-687.00,-535.00,,,
7782-39-0,Deuterium-eq,D2           ,MISC,,4.032000065,0.1619,23.600,38.200,16.500,0.060,-0.1370,7.50248,-0.001640618,2.90177E-06,-9.13676E-10,9.8332E-24,0.00,0.00,0.00E+00,0.00E+00,0.00E+00
7782-41-4,F2,F2           ,GAS,,37.99700165,1.5014,85.000,144.300,52.200,0.066,0.0540,0.611268,0.000963044,-9.51489E-07,3.17073E-10,0,0.00,,0.00E+00,0.00E+00,0.00E+00
7782-44-7,Oxygen,O2           ,GAS,,32,1.1387,90.200,154.770,50.800,0.073,0.0190,0.813132,0.00033116,2.046E-08,-9.324E-11,1.8822E-14,0.00,0.00,0.00E+00,0.00E+00,0.00E+00
7782-50-5,Cl2,Cl2          ,GAS,,70.90570068,1.5628,239.199,416.898,77.400,0.124,0.0900,0.38005,0.00047756,-0.000000546,2.18315E-10,0,0.00,0.00,0.00E+00,0.00E+00,0.00E+00
7783-06-4,H2S,H2S          ,MISC,,34.08,0.7891,213.498,373.600,90.078,0.098,0.0810,0.9985,-0.0003686,1.67123E-06,-1.27082E-09,3.18313E-13,-20.18,,-2.34E+01,-4.68E-02,1.18E-05
7783-41-7,oxygen diﬂuoride,F2O,MISC,,53.996,,128.380,215.200,49.500,0.098,0.0000,0.529209904,0.000851016,7.72951E-07,-2.23725E-09,1.13171E-12,24.70,42.01,,,
7783-60-0,sulfur tetraﬂuoride,F4S,MISC,,108.06,,233.150,364.000,43.300,0.146,0.2580,-0.0621665,0.003941956,-6.34822E-06,4.87407E-09,-1.45183E-12,-774.04,-731.01,,,
7783-61-1,TetraFSilane,F4Si         ,MISC,,104.0790024,12.5752,251.230,259.000,37.200,0.202,0.3858,0.17924,0.0026016,-3.3717E-06,2.03988E-09,-4.6858E-13,-1614.94,,,1.42E-01,0.00E+00
7784-34-1,AsCl3,AsCl3        ,Misc,,181.279007,2.1791,403.148,519.400,49.800,0.252,0.5670,0.421861,0.000060595,-2.58328E-08,2.15388E-19,-5.94805E-23,-32.77,,-3.28E+01,-3.28E+01,-3.28E+01
7784-42-1,Arsine,AsH3         ,MISC,,77.94490051,1.3582,210.669,372.000,65.500,0.098,0.0058,0.402898,1.59714E-05,1.55469E-06,-1.70679E-09,5.28085E-13,66.43,,6.64E+01,8.44E-03,0.00E+00
7789-20-0,D2O,D2O          ,Misc,H2O ,20.03100014,1.1091,374.549,643.890,219.410,0.056,0.3677,1.66127,-0.00022612,1.73141E-06,-1.12335E-09,2.23155E-13,-249.00,-234.53,-2.49E+02,4.83E-02,0.00E+00
77-92-9,Citric_Acid,C6H8O7       ,MISC,C (CH2)2 OH (COOH)3 ,192.125,1.5827,659.000,822.000,37.979,0.420,1.8454,0.15908,0.0041742,-0.000003816,1.81984E-09,-3.6009E-13,-1390.00,-1176.00,-1.39E+00,7.15E-01,1.94E-05
77-99-6,Tri-M-ol-C3,C4H8O        ,Misc,(OH)3 (CH2)5 CH ,134.1750031,1.1204,562.039,709.000,39.100,0.416,1.5431,-0.11427,0.00622608,-4.9278E-06,2.05113E-09,-3.50149E-13,-640.20,-411.31,-6.49E+02,8.13E-01,-7.87E-05
78-01-3,11-Di-E-CC6,C10H20       ,ALD,(CH3)2 (CH2)7 CH ,140.2689972,0.8281,449.820,643.000,25.700,0.534,0.4036,-0.42734,0.0076586,-4.6122E-06,1.30272E-09,-1.4107E-13,-227.20,,-2.28E+02,9.16E-01,7.67E-05
7803-49-8,HydroxylAmin,H3NO         ,N,,33.02999878,0.2500,383.000,574.000,137.000,0.090,0.3531,0.58192,0.003573,-2.57862E-06,9.1244E-10,-1.0788E-13,-114.00,,-3.28E+01,-3.28E+01,-3.28E+01
7803-62-5,Silane,H4Si         ,Misc,,32.11729813,0.5832,161.000,269.700,48.400,0.133,0.0938,0.84221,0.000897,3.9684E-06,-4.376E-09,1.3138E-12,34.31,,3.43E+01,7.53E-02,0.00E+00
78-11-5,C5ErylNitrat,C5H8N4O12    ,Misc,,316.1380005,1.2424,543.000,676.000,22.400,0.731,1.4514,-0.063552,0.0040004,-3.2037E-06,1.12612E-09,-1.3181E-13,-386.70,0.00,-3.28E+01,-3.28E+01,-3.28E+01
78-30-8,TRI-o-CRESYL PHOSPHATE,C21H2104P,Misc,,368.369,1.1650,0.000,0.000,0.000,0.000,0.0000,0,0,0,0,0,0.00,0.00,,,
78-40-0,TEPhosphate,C6H15O4P     ,MISC,,182.1560059,1.0762,484.148,750.000,66.900,1.010,0.4384,-0.0564791,0.00485776,-3.11736E-06,8.87356E-10,-7.96445E-14,-1244.69,0.00,-3.28E+01,-3.28E+01,-3.28E+01
78448-33-6,i-P_i-BEther,C7H16O       ,Misc,(CH)2 (CH3)4 CH2O ,116.2030029,0.7452,371.200,537.000,27.900,0.435,0.3785,0.028386,0.0058908,-2.49447E-06,-4.056E-10,4.53515E-13,-334.10,,-3.34E+02,7.24E-01,6.34E-05
78-59-1,Isophorone,C9H14O       ,Misc,(CH3)3 CH2 C CH=C CH2CO ,138.2100067,0.9273,488.350,715.000,33.200,0.456,0.4002,-0.33585,0.0068102,-4.54473E-06,1.15805E-09,0,-250.99,-58.30,-2.52E+02,1.08E+00,4.94E-05
78-75-1,12-BromoC3,C3H6Br2      ,Misc,CH2 (Br)2 CH3 CH ,201.8890076,1.9426,413.200,634.098,54.100,0.322,0.3840,0.0653177,0.001864378,-1.36712E-06,4.05684E-10,2.24234E-21,-72.70,-17.66,-1.08E+02,2.87E-01,1.21E-04
78-76-2,2-BromoC4,C4H9Br       ,Misc,(CH3)2 CH2 Br CH ,137.029007,1.2691,364.398,558.700,42.000,0.315,0.3080,-0.000306502,0.0032854,-2.09522E-06,5.47604E-10,8.9454E-22,-120.08,-25.77,-1.42E+02,3.74E-01,2.12E-05
78-78-4,i-Pentane,C5H12        ,Misc,(CH3)3 CH2 CH ,72.15100098,0.6240,301.028,460.398,33.336,0.308,0.2222,-0.131798,0.007082,-3.9996E-06,1.00578E-09,-6.4788E-14,-154.59,-13.86,-1.57E+02,4.64E-01,4.34E-05
